Year,Aruba
2000,71.68694545
2001,71.99277274
2002,72.2872562
2003,72.56173858
2004,72.81852222
2005,73.0596627
2006,73.28645448
2007,73.50058619
2008,73.70281671
2009,73.90270319
2010,74.0956072
2011,74.28141034
2012,74.45968593
2013,74.63098772
2014,74.79706447
2015,74.95969785
2016,75.11995716
2017,75.28021575
Country_Name,Least developed countries: UN classification
1960,40.30748484
1961,40.76998603
1962,41.23322671
1963,41.69551889
1964,42.15179709
1965,42.58674242
1966,42.98108547
1967,43.32359477
1968,43.61106451
1969,43.84988913
1970,44.05901083
1971,44.26573435
1972,44.49752742
1973,44.77514803
1974,45.11153263
1975,45.51503394
1976,45.9851157
1977,46.50062561
1978,47.03336061
1979,47.55976863
1980,48.06381637
1981,48.54320904
1982,49.00533666
1983,49.45390866
1984,49.88615879
1985,50.29107285
1986,50.65536615
1987,50.97440544
1988,51.25092134
1989,51.49640302
1990,51.7327278
1991,51.98598245
1992,52.27296796
1993,52.59672567
1994,52.94966114
1995,53.3246671
1996,53.71944185
1997,54.13220506
1998,54.56205008
1999,55.01043128
2000,55.47978615
2001,55.9757327
2002,56.50274816
2003,57.06108266
2004,57.64678154
2005,58.25570478
2006,58.8831051
2007,59.52027856
2008,60.15664527
2009,60.78301467
2010,61.3889337
2011,61.96742512
2012,62.51534548
2013,63.03049635
2014,63.50906065
2015,63.94777696
2016,64.34577144
2017,64.70773022
Country_Name,Low income
1960,39.26651898
1961,39.68940124
1962,40.1110307
1963,40.54000136
1964,40.98302638
1965,41.44325508
1966,41.91989707
1967,42.40532361
1968,42.8926449
1969,43.37708327
1970,43.85564505
1971,44.32738897
1972,44.79160608
1973,45.24582721
1974,45.68743919
1975,46.11252426
1976,46.51788678
1977,46.90441784
1978,47.27582433
1979,47.63634229
1980,47.99120088
1981,48.34611136
1982,48.70214788
1983,49.05722265
1984,49.40582101
1985,49.73520567
1986,50.02888076
1987,50.27466796
1988,50.46921877
1989,50.62291275
1990,50.75649706
1991,50.89477031
1992,51.05747743
1993,51.24801109
1994,51.45739707
1995,51.68712557
1996,51.95191123
1997,52.26614868
1998,52.63842328
1999,53.07239655
2000,53.56581733
2001,54.11441266
2002,54.70804077
2003,55.33698421
2004,55.99355889
2005,56.66786392
2006,57.35272024
2007,58.03814764
2008,58.70985116
2009,59.35400292
2010,59.96218836
2011,60.53434141
2012,61.07699435
2013,61.59529603
2014,62.08889309
2015,62.55473825
2016,62.98932635
2017,63.39261016
Country_Name,Liechtenstein
1994,78.42195122
1995,77.3902439
1996,76.83658537
1997,76.04634146
1998,77.74634146
1999,79.1097561
2000,76.82682927
2001,79.27560976
2002,79.63658537
2003,79.96097561
2004,81.77073171
2005,80.66829268
2006,80.94878049
2007,81.29512195
2008,82.68292683
2009,81.5
2010,81.84146341
2011,81.79268293
2012,82.38292683
2013,82.26097561
2014,82.07317073
2015,82.65609756
2016,82.25853659
2017,82.25853659
Country_Name,Sri Lanka
1960,59.369
1961,59.769
1962,60.177
1963,60.611
1964,61.078
1965,61.579
1966,62.104
1967,62.631
1968,63.144
1969,63.634
1970,64.097
1971,64.528
1972,64.934
1973,65.321
1974,65.694
1975,66.067
1976,66.459
1977,66.874
1978,67.308
1979,67.751
1980,68.171
1981,68.529
1982,68.801
1983,68.975
1984,69.057
1985,69.079
1986,69.086
1987,69.121
1988,69.209
1989,69.352
1990,69.509
1991,69.62
1992,69.639
1993,69.557
1994,69.403
1995,69.259
1996,69.237
1997,69.419
1998,69.845
1999,70.503
2000,71.333
2001,72.233
2002,73.085
2003,73.799
2004,74.337
2005,74.695
2006,74.904
2007,75.037
2008,75.157
2009,75.286
2010,75.439
2011,75.614
2012,75.796
2013,75.974
2014,76.147
2015,76.316
2016,76.482
2017,76.648
Country_Name,Lower middle income
1960,45.2760796
1961,45.86772099
1962,46.4503692
1963,47.02338309
1964,47.58497149
1965,48.12767517
1966,48.64389616
1967,49.12875255
1968,49.58367867
1969,50.01422173
1970,50.4337093
1971,50.86095261
1972,51.30978397
1973,51.78787312
1974,52.2960066
1975,52.83087692
1976,53.38335285
1977,53.93569366
1978,54.47239308
1979,54.98276671
1980,55.45808395
1981,55.89786293
1982,56.30872051
1983,56.69818832
1984,57.07004726
1985,57.4283806
1986,57.77816329
1987,58.13880672
1988,58.4811287
1989,58.83288424
1990,59.18185437
1991,59.51580878
1992,59.85548804
1993,60.1865117
1994,60.51164819
1995,60.82574358
1996,61.15757269
1997,61.48465503
1998,61.80747534
1999,62.10113963
2000,62.39391373
2001,62.70416911
2002,63.03066846
2003,63.36293049
2004,63.71127948
2005,64.07371123
2006,64.45937727
2007,64.85853622
2008,65.26208134
2009,65.68127612
2010,66.09463367
2011,66.48522132
2012,66.85040132
2013,67.19506093
2014,67.51314846
2015,67.80471167
2016,68.07456289
2017,68.32302436
Country_Name,Low & middle income
1960,47.23891863
1961,47.75571448
1962,48.35077909
1963,49.05111663
1964,49.86338126
1965,50.75572561
1966,51.68321008
1967,52.59810153
1968,53.46254086
1969,54.24736836
1970,54.96941119
1971,55.61742847
1972,56.20452593
1973,56.77874672
1974,57.33625102
1975,57.84649946
1976,58.3528043
1977,58.83151748
1978,59.28283761
1979,59.68786646
1980,60.07648585
1981,60.44701179
1982,60.80690982
1983,61.12870427
1984,61.42431996
1985,61.74872673
1986,62.09547163
1987,62.37548029
1988,62.63244659
1989,62.86611856
1990,63.08582015
1991,63.30192804
1992,63.45053495
1993,63.59893097
1994,63.80441175
1995,64.03836175
1996,64.32086439
1997,64.61898077
1998,64.89093249
1999,65.12968957
2000,65.40253382
2001,65.68552246
2002,65.97264136
2003,66.27160654
2004,66.59258123
2005,66.90879141
2006,67.26892974
2007,67.62835366
2008,67.97736089
2009,68.34912935
2010,68.69724753
2011,69.05762811
2012,69.39128369
2013,69.71646792
2014,70.01269087
2015,70.29377543
2016,70.55541384
2017,70.79658768
Country_Name,Lesotho
1960,47.919
1961,48.162
1962,48.383
1963,48.59
1964,48.797
1965,49.015
1966,49.254
1967,49.523
1968,49.829
1969,50.18
1970,50.584
1971,51.048
1972,51.565
1973,52.129
1974,52.731
1975,53.367
1976,54.03
1977,54.709
1978,55.39
1979,56.058
1980,56.702
1981,57.319
1982,57.901
1983,58.437
1984,58.91
1985,59.309
1986,59.632
1987,59.868
1988,60
1989,60.003
1990,59.837
1991,59.464
1992,58.868
1993,58.05
1994,57.022
1995,55.782
1996,54.334
1997,52.728
1998,51.034
1999,49.328
2000,47.691
2001,46.197
2002,44.898
2003,43.845
2004,43.083
2005,42.658
2006,42.595
2007,42.854
2008,43.384
2009,44.146
2010,45.1
2011,46.207
2012,47.416
2013,48.663
2014,49.891
2015,51.038
2016,52.059
2017,52.947
Country_Name,Late-demographic dividend
1960,50.25268539
1961,50.7528372
1962,51.39212874
1963,52.26294755
1964,53.3676319
1965,54.66956232
1966,56.04428758
1967,57.39989379
1968,58.68468967
1969,59.78849461
1970,60.77184128
1971,61.59639915
1972,62.32546438
1973,62.99911282
1974,63.65393639
1975,64.19324846
1976,64.75047207
1977,65.2667469
1978,65.7452642
1979,66.16060448
1980,66.54924767
1981,66.94742451
1982,67.31778415
1983,67.60298432
1984,67.83501438
1985,68.12865067
1986,68.48411419
1987,68.67730642
1988,68.84772999
1989,68.95877243
1990,69.06377296
1991,69.15708396
1992,69.15529905
1993,69.143033
1994,69.25644107
1995,69.46251769
1996,69.77101457
1997,70.09524337
1998,70.3912941
1999,70.61765204
2000,70.90260242
2001,71.21051864
2002,71.49839881
2003,71.79259557
2004,72.11652409
2005,72.40036206
2006,72.75500022
2007,73.0814074
2008,73.37569392
2009,73.70189068
2010,73.9808561
2011,74.31818165
2012,74.60859925
2013,74.91554861
2014,75.19825195
2015,75.47081634
2016,75.74518596
2017,75.99540149
Country_Name,Lithuania
1960,69.84731707
1961,70.10268293
1962,69.09536585
1963,70.20439024
1964,71.50902439
1965,71.32512195
1966,71.5202439
1967,71.60390244
1968,71.31365854
1969,70.92853659
1970,70.80439024
1971,71.73536585
1972,71.02463415
1973,71.33219512
1974,71.24414634
1975,70.86731707
1976,70.95804878
1977,70.8095122
1978,70.60463415
1979,70.48219512
1980,70.48219512
1981,70.46073171
1982,70.83682927
1983,70.77780488
1984,70.32
1985,70.50121951
1986,72.08073171
1987,71.93463415
1988,71.76219512
1989,71.42536585
1990,71.16073171
1991,70.36414634
1992,70.23439024
1993,68.9104878
1994,68.5302439
1995,69.00634146
1996,70.10804878
1997,70.90902439
1998,71.2195122
1999,71.57073171
2000,72.0195122
2001,71.65853659
2002,71.76097561
2003,72.06097561
2004,71.96097561
2005,71.25365854
2006,71.05609756
2007,70.9
2008,71.81219512
2009,72.91463415
2010,73.26829268
2011,73.56341463
2012,73.86341463
2013,73.91463415
2014,74.51707317
2015,74.32195122
2016,74.67073171
2017,74.67073171
Country_Name,Luxembourg
1960,68.44639024
1961,68.73773171
1962,68.99812195
1963,69.22307317
1964,69.41104878
1965,69.56102439
1966,69.67446341
1967,69.76134146
1968,69.83514634
1969,69.90485366
1970,69.98346341
1971,70.08143902
1972,70.20531707
1973,70.35817073
1974,70.54256098
1975,70.75760976
1976,70.9985122
1977,71.25629268
1978,71.52246341
1979,71.79446341
1980,72.07260976
1981,72.35768293
1982,72.65346341
1983,72.95887805
1984,73.27192683
1985,73.5857561
1986,73.89460976
1987,74.1937561
1988,74.48034146
1989,74.75241463
1990,75.01041463
1991,75.46341463
1992,75.77073171
1993,75.71219512
1994,76.37073171
1995,76.51219512
1996,76.5195122
1997,76.8804878
1998,77.01707317
1999,77.77073171
2000,77.87317073
2001,77.82439024
2002,77.96585366
2003,77.72682927
2004,79.12195122
2005,79.43170732
2006,79.28780488
2007,79.38292683
2008,80.53902439
2009,80.63658537
2010,80.63170732
2011,80.98780488
2012,81.39268293
2013,81.8
2014,82.22926829
2015,82.29268293
2016,82.68536585
2017,82.68536585
Country_Name,Latvia
1960,69.78682927
1961,70.03243902
1962,69.4304878
1963,69.82902439
1964,71.02804878
1965,70.72658537
1966,70.70731707
1967,70.39390244
1968,70.04292683
1969,69.79682927
1970,69.83536585
1971,70.16463415
1972,69.87878049
1973,69.81341463
1974,69.74097561
1975,68.92536585
1976,69.04780488
1977,69.10463415
1978,68.98780488
1979,68.49560976
1980,68.80853659
1981,68.78634146
1982,69.32829268
1983,69.11902439
1984,69.16292683
1985,69.29146341
1986,70.62243902
1987,70.69292683
1988,70.61536585
1989,70.15536585
1990,69.27317073
1991,69.03243902
1992,68.39609756
1993,66.72268293
1994,65.66439024
1995,66.39121951
1996,68.77658537
1997,69.34926829
1998,69.01219512
1999,69.74292683
2000,70.31463415
2001,70.76097561
2002,70.96097561
2003,71.26585366
2004,72.02682927
2005,71.35609756
2006,70.86585366
2007,71.0195122
2008,72.4195122
2009,73.0804878
2010,73.48292683
2011,73.57560976
2012,73.77804878
2013,73.98292683
2014,74.12439024
2015,74.4804878
2016,74.5804878
2017,74.6804878
Country_Name,"Macao SAR, China"
1960,64.828
1961,65.301
1962,65.757
1963,66.199
1964,66.629
1965,67.055
1966,67.486
1967,67.928
1968,68.388
1969,68.865
1970,69.36
1971,69.869
1972,70.384
1973,70.897
1974,71.4
1975,71.887
1976,72.352
1977,72.793
1978,73.209
1979,73.602
1980,73.974
1981,74.33
1982,74.677
1983,75.02
1984,75.362
1985,75.702
1986,76.036
1987,76.363
1988,76.68
1989,76.99
1990,77.296
1991,77.607
1992,77.926
1993,78.253
1994,78.588
1995,78.925
1996,79.256
1997,79.573
1998,79.872
1999,80.15
2000,80.407
2001,80.645
2002,80.87
2003,81.089
2004,81.304
2005,81.523
2006,81.748
2007,81.981
2008,82.22
2009,82.462
2010,82.704
2011,82.938
2012,83.158
2013,83.361
2014,83.543
2015,83.707
2016,83.854
2017,83.989
Country_Name,St. Martin (French part)
1982,73.2195122
1983,72.76829268
1984,72.9195122
1985,72.66829268
1986,73.5195122
1987,73.67073171
1988,74.27073171
1989,74.32195122
1990,74.52195122
1991,75.92439024
1992,75.42439024
1993,75.57317073
1994,75.82195122
1995,75.97073171
1996,76.17073171
1997,76.37073171
1998,76.57073171
1999,76.77073171
2000,76.97073171
2001,77.17073171
2002,77.37073171
2003,77.57073171
2004,77.72195122
2005,77.87073171
2006,78.07073171
2007,78.22195122
2008,78.37073171
2009,78.57073171
2010,78.72195122
2011,78.87073171
2012,79.02195122
2013,79.17073171
2014,79.32195122
2015,79.47073171
2016,79.62195122
2017,79.72195122
Country_Name,Morocco
1960,48.458
1961,48.88
1962,49.307
1963,49.738
1964,50.168
1965,50.593
1966,51.009
1967,51.413
1968,51.808
1969,52.195
1970,52.572
1971,52.94
1972,53.305
1973,53.676
1974,54.066
1975,54.492
1976,54.976
1977,55.525
1978,56.142
1979,56.823
1980,57.56
1981,58.339
1982,59.139
1983,59.936
1984,60.717
1985,61.469
1986,62.188
1987,62.877
1988,63.535
1989,64.157
1990,64.732
1991,65.251
1992,65.715
1993,66.128
1994,66.501
1995,66.846
1996,67.175
1997,67.508
1998,67.86
1999,68.245
2000,68.684
2001,69.193
2002,69.769
2003,70.399
2004,71.067
2005,71.746
2006,72.403
2007,73.009
2008,73.546
2009,74.003
2010,74.382
2011,74.696
2012,74.97
2013,75.227
2014,75.477
2015,75.726
2016,75.974
2017,76.218
Country_Name,Moldova
1960,61.995
1961,62.367
1962,62.743
1963,63.122
1964,63.496
1965,63.856
1966,64.186
1967,64.476
1968,64.718
1969,64.908
1970,65.045
1971,65.134
1972,65.186
1973,65.213
1974,65.221
1975,65.209
1976,65.172
1977,65.111
1978,65.037
1979,64.971
1980,64.951
1981,65.022
1982,65.205
1983,65.499
1984,65.887
1985,66.33
1986,66.772
1987,67.156
1988,67.44
1989,67.605
1990,67.643
1991,67.563
1992,67.408
1993,67.221
1994,67.03
1995,66.867
1996,66.761
1997,66.722
1998,66.752
1999,66.852
2000,67.006
2001,67.185
2002,67.362
2003,67.521
2004,67.665
2005,67.82
2006,68.022
2007,68.302
2008,68.671
2009,69.119
2010,69.616
2011,70.119
2012,70.581
2013,70.968
2014,71.267
2015,71.478
2016,71.617
2017,71.717
Country_Name,Madagascar
1960,39.962
1961,40.444
1962,40.924
1963,41.401
1964,41.876
1965,42.351
1966,42.828
1967,43.31
1968,43.796
1969,44.283
1970,44.771
1971,45.257
1972,45.735
1973,46.203
1974,46.656
1975,47.094
1976,47.517
1977,47.926
1978,48.317
1979,48.683
1980,49.005
1981,49.26
1982,49.442
1983,49.56
1984,49.634
1985,49.694
1986,49.781
1987,49.932
1988,50.176
1989,50.53
1990,51.003
1991,51.595
1992,52.278
1993,53.022
1994,53.808
1995,54.616
1996,55.43
1997,56.239
1998,57.028
1999,57.782
2000,58.485
2001,59.129
2002,59.717
2003,60.256
2004,60.752
2005,61.212
2006,61.65
2007,62.079
2008,62.509
2009,62.944
2010,63.388
2011,63.836
2012,64.28
2013,64.713
2014,65.133
2015,65.539
2016,65.931
2017,66.311
Country_Name,Maldives
1960,37.343
1961,37.936
1962,38.56
1963,39.209
1964,39.878
1965,40.56
1966,41.252
1967,41.954
1968,42.669
1969,43.397
1970,44.142
1971,44.908
1972,45.7
1973,46.52
1974,47.368
1975,48.25
1976,49.167
1977,50.116
1978,51.087
1979,52.069
1980,53.046
1981,53.998
1982,54.913
1983,55.787
1984,56.621
1985,57.424
1986,58.213
1987,59.008
1988,59.823
1989,60.664
1990,61.529
1991,62.413
1992,63.302
1993,64.185
1994,65.059
1995,65.923
1996,66.784
1997,67.644
1998,68.501
1999,69.348
2000,70.173
2001,70.964
2002,71.708
2003,72.399
2004,73.034
2005,73.612
2006,74.138
2007,74.621
2008,75.073
2009,75.499
2010,75.905
2011,76.293
2012,76.664
2013,77.018
2014,77.36
2015,77.691
2016,78.013
2017,78.325
Country_Name,Middle East & North Africa
1960,46.44164421
1961,47.54702719
1962,48.14301929
1963,48.23119728
1964,48.82610947
1965,49.41987368
1966,50.48079571
1967,51.03925251
1968,51.58861095
1969,52.14787396
1970,52.73254316
1971,53.35716169
1972,53.99671175
1973,54.70712112
1974,55.42402912
1975,56.13674857
1976,56.80557025
1977,57.37213284
1978,57.8543956
1979,58.26238726
1980,58.63716366
1981,59.03590246
1982,59.50274764
1983,60.0930757
1984,60.8008352
1985,61.61609249
1986,62.48808212
1987,63.38292809
1988,64.21949381
1989,65.04125365
1990,65.76998518
1991,66.39131526
1992,66.88674691
1993,67.38788333
1994,67.83172073
1995,68.25403276
1996,68.62672404
1997,68.9587908
1998,69.27532617
1999,69.58631001
2000,69.88725649
2001,70.18605938
2002,70.47001711
2003,70.75154428
2004,71.03757045
2005,71.3100307
2006,71.58493975
2007,71.84130305
2008,72.09133382
2009,72.32599411
2010,72.53918335
2011,72.73749387
2012,72.93165619
2013,73.13237932
2014,73.32641704
2015,73.51484485
2016,73.71082025
2017,73.90103351
Country_Name,Mexico
1960,57.077
1961,57.668
1962,58.193
1963,58.656
1964,59.069
1965,59.447
1966,59.807
1967,60.165
1968,60.536
1969,60.932
1970,61.362
1971,61.829
1972,62.327
1973,62.845
1974,63.378
1975,63.922
1976,64.467
1977,65.009
1978,65.54
1979,66.055
1980,66.553
1981,67.031
1982,67.493
1983,67.942
1984,68.38
1985,68.809
1986,69.232
1987,69.649
1988,70.062
1989,70.469
1990,70.866
1991,71.248
1992,71.61
1993,71.953
1994,72.279
1995,72.598
1996,72.925
1997,73.268
1998,73.625
1999,73.988
2000,74.34
2001,74.658
2002,74.922
2003,75.118
2004,75.243
2005,75.3
2006,75.296
2007,75.255
2008,75.194
2009,75.128
2010,75.065
2011,75.011
2012,74.966
2013,74.93
2014,74.908
2015,74.904
2016,74.917
2017,74.947
Country_Name,Marshall Islands
1987,72.14146341
1999,67.50487805
2000,65.23902439
Country_Name,Middle income
1960,47.84016539
1961,48.36974795
1962,48.9802032
1963,49.70039538
1964,50.54057346
1965,51.46601385
1966,52.42788189
1967,53.37648199
1968,54.27096228
1969,55.07986309
1970,55.82160168
1971,56.48419153
1972,57.08255452
1973,57.66831683
1974,58.2376847
1975,58.75830479
1976,59.27689662
1977,59.7678632
1978,60.2305296
1979,60.6439181
1980,61.03994686
1981,61.41557168
1982,61.77938469
1983,62.10234204
1984,62.39826254
1985,62.72742034
1986,63.08405058
1987,63.37278341
1988,63.64178312
1989,63.89036052
1990,64.12654611
1991,64.35878187
1992,64.5213291
1993,64.68015293
1994,64.89955328
1995,65.14790215
1996,65.44565592
1997,65.75370221
1998,66.03194614
1999,66.2667658
2000,66.53206418
2001,66.80567537
2002,67.07957253
2003,67.36277706
2004,67.66692541
2005,67.96329568
2006,68.30638155
2007,68.64796337
2008,68.97839886
2009,69.33565635
2010,69.66927326
2011,70.01917657
2012,70.34163834
2013,70.65671362
2014,70.94210725
2015,71.21391513
2016,71.46773664
2017,71.70243385
Country_Name,North Macedonia
1960,60.633
1961,61.259
1962,61.87
1963,62.469
1964,63.06
1965,63.642
1966,64.216
1967,64.775
1968,65.313
1969,65.824
1970,66.301
1971,66.736
1972,67.128
1973,67.474
1974,67.773
1975,68.02
1976,68.212
1977,68.355
1978,68.462
1979,68.549
1980,68.64
1981,68.764
1982,68.936
1983,69.162
1984,69.442
1985,69.76
1986,70.094
1987,70.414
1988,70.7
1989,70.945
1990,71.152
1991,71.331
1992,71.502
1993,71.68
1994,71.871
1995,72.08
1996,72.309
1997,72.55
1998,72.795
1999,73.038
2000,73.267
2001,73.47
2002,73.642
2003,73.781
2004,73.892
2005,73.986
2006,74.08
2007,74.19
2008,74.324
2009,74.484
2010,74.662
2011,74.846
2012,75.019
2013,75.171
2014,75.299
2015,75.406
2016,75.498
2017,75.589
Country_Name,Mali
1960,28.199
1961,28.345
1962,28.535
1963,28.782
1964,29.097
1965,29.489
1966,29.959
1967,30.496
1968,31.086
1969,31.72
1970,32.388
1971,33.078
1972,33.782
1973,34.493
1974,35.205
1975,35.921
1976,36.645
1977,37.385
1978,38.142
1979,38.909
1980,39.677
1981,40.435
1982,41.173
1983,41.879
1984,42.545
1985,43.17
1986,43.759
1987,44.315
1988,44.838
1989,45.323
1990,45.746
1991,46.076
1992,46.305
1993,46.445
1994,46.52
1995,46.573
1996,46.658
1997,46.823
1998,47.103
1999,47.515
2000,48.069
2001,48.758
2002,49.54
2003,50.373
2004,51.224
2005,52.057
2006,52.839
2007,53.553
2008,54.193
2009,54.756
2010,55.251
2011,55.701
2012,56.135
2013,56.578
2014,57.036
2015,57.509
2016,57.987
2017,58.452
Country_Name,Malta
1960,69.4332439
1961,69.61439024
1962,69.77065854
1963,69.91995122
1964,70.07573171
1965,70.24792683
1966,70.44104878
1967,70.64807317
1968,70.86304878
1969,71.08295122
1970,71.30529268
1971,71.52253659
1972,71.7312439
1973,71.92743902
1974,72.11119512
1975,72.28109756
1976,72.43678049
1977,72.58380488
1978,72.73212195
1979,72.89119512
1980,73.07785366
1981,73.31090244
1982,73.59814634
1983,73.94
1984,74.33097561
1985,74.75814634
1986,75.20419512
1987,75.64482927
1988,76.06265854
1989,76.44526829
1990,76.78607317
1991,77.08446341
1992,77.35080488
1993,77.5934878
1994,77.81753659
1995,77.2902439
1996,77.34146341
1997,77.73902439
1998,77.58780488
1999,77.5
2000,78.34878049
2001,78.84390244
2002,78.73902439
2003,78.54634146
2004,79.25365854
2005,79.3
2006,79.43902439
2007,79.79268293
2008,79.63658537
2009,80.24146341
2010,81.39756098
2011,80.74634146
2012,80.74634146
2013,81.74634146
2014,82.04634146
2015,81.89756098
2016,82.45365854
2017,82.45365854
Country_Name,Myanmar
1960,42.381
1961,42.961
1962,43.567
1963,44.215
1964,44.907
1965,45.63
1966,46.357
1967,47.055
1968,47.698
1969,48.279
1970,48.796
1971,49.258
1972,49.686
1973,50.098
1974,50.503
1975,50.907
1976,51.312
1977,51.714
1978,52.113
1979,52.511
1980,52.91
1981,53.315
1982,53.726
1983,54.14
1984,54.556
1985,54.97
1986,55.375
1987,55.768
1988,56.144
1989,56.505
1990,56.849
1991,57.18
1992,57.504
1993,57.823
1994,58.141
1995,58.46
1996,58.78
1997,59.101
1998,59.422
1999,59.744
2000,60.063
2001,60.377
2002,60.685
2003,60.989
2004,61.294
2005,61.607
2006,61.938
2007,62.294
2008,62.678
2009,63.089
2010,63.525
2011,63.983
2012,64.453
2013,64.921
2014,65.378
2015,65.81
2016,66.205
2017,66.558
Country_Name,Middle East & North Africa (excluding high income)
1960,46.36310757
1961,46.96399994
1962,47.55821292
1963,48.14911653
1964,48.73991591
1965,49.32752719
1966,49.90657633
1967,50.47397305
1968,51.03117093
1969,51.58403136
1970,52.14921087
1971,52.74820885
1972,53.38991424
1973,54.07142811
1974,54.77918735
1975,55.47527632
1976,56.1120746
1977,56.65940744
1978,57.10985856
1979,57.47736293
1980,57.80939198
1981,58.1715086
1982,58.62408167
1983,59.20574327
1984,59.92376262
1985,60.76309863
1986,61.68501695
1987,62.62528791
1988,63.52872602
1989,64.36465594
1990,65.13628746
1991,65.78211152
1992,66.34893544
1993,66.85472896
1994,67.30725464
1995,67.71427227
1996,68.08394
1997,68.42513784
1998,68.74578953
1999,69.05320874
2000,69.35469385
2001,69.65395824
2002,69.94988268
2003,70.24135933
2004,70.52965815
2005,70.81301805
2006,71.08730651
2007,71.34764383
2008,71.58861587
2009,71.80985937
2010,72.01470088
2011,72.21086861
2012,72.40502044
2013,72.60230904
2014,72.80115246
2015,73.00029612
2016,73.1982111
2017,73.39427025
Country_Name,Montenegro
1960,63.82
1961,64.508
1962,65.181
1963,65.827
1964,66.438
1965,67.022
1966,67.593
1967,68.169
1968,68.756
1969,69.348
1970,69.929
1971,70.476
1972,70.968
1973,71.392
1974,71.748
1975,72.041
1976,72.286
1977,72.504
1978,72.714
1979,72.922
1980,73.13
1981,73.334
1982,73.524
1983,73.693
1984,73.843
1985,73.981
1986,74.116
1987,74.255
1988,74.395
1989,74.526
1990,74.627
1991,74.669
1992,74.634
1993,74.519
1994,74.334
1995,74.099
1996,73.845
1997,73.607
1998,73.416
1999,73.287
2000,73.228
2001,73.233
2002,73.285
2003,73.37
2004,73.486
2005,73.642
2006,73.85
2007,74.115
2008,74.43
2009,74.784
2010,75.151
2011,75.505
2012,75.823
2013,76.089
2014,76.297
2015,76.452
2016,76.568
2017,76.667
Country_Name,Mongolia
1960,48.392
1961,49.304
1962,50.185
1963,51.012
1964,51.771
1965,52.461
1966,53.098
1967,53.702
1968,54.285
1969,54.845
1970,55.364
1971,55.819
1972,56.192
1973,56.477
1974,56.676
1975,56.796
1976,56.848
1977,56.86
1978,56.861
1979,56.875
1980,56.936
1981,57.074
1982,57.295
1983,57.595
1984,57.968
1985,58.392
1986,58.836
1987,59.266
1988,59.655
1989,59.992
1990,60.268
1991,60.486
1992,60.67
1993,60.841
1994,61.015
1995,61.211
1996,61.447
1997,61.73
1998,62.063
1999,62.446
2000,62.869
2001,63.319
2002,63.777
2003,64.23
2004,64.671
2005,65.103
2006,65.538
2007,65.985
2008,66.447
2009,66.916
2010,67.38
2011,67.818
2012,68.217
2013,68.566
2014,68.863
2015,69.111
2016,69.321
2017,69.509
Country_Name,Mozambique
1960,39.439
1961,39.879
1962,40.238
1963,40.508
1964,40.698
1965,40.822
1966,40.904
1967,40.975
1968,41.061
1969,41.178
1970,41.343
1971,41.567
1972,41.836
1973,42.135
1974,42.451
1975,42.759
1976,43.028
1977,43.242
1978,43.391
1979,43.479
1980,43.515
1981,43.521
1982,43.527
1983,43.56
1984,43.637
1985,43.772
1986,43.975
1987,44.235
1988,44.541
1989,44.887
1990,45.261
1991,45.647
1992,46.033
1993,46.41
1994,46.772
1995,47.123
1996,47.47
1997,47.826
1998,48.194
1999,48.572
2000,48.946
2001,49.295
2002,49.61
2003,49.889
2004,50.143
2005,50.387
2006,50.641
2007,50.934
2008,51.292
2009,51.738
2010,52.31
2011,53.043
2012,53.931
2013,54.949
2014,56.062
2015,57.206
2016,58.309
2017,59.309
Country_Name,Mauritania
1960,44.432
1961,45.132
1962,45.834
1963,46.531
1964,47.214
1965,47.868
1966,48.476
1967,49.032
1968,49.536
1969,49.99
1970,50.404
1971,50.788
1972,51.16
1973,51.539
1974,51.935
1975,52.358
1976,52.817
1977,53.306
1978,53.82
1979,54.357
1980,54.913
1981,55.486
1982,56.066
1983,56.643
1984,57.204
1985,57.735
1986,58.226
1987,58.671
1988,59.065
1989,59.405
1990,59.688
1991,59.914
1992,60.092
1993,60.231
1994,60.341
1995,60.426
1996,60.493
1997,60.545
1998,60.593
1999,60.643
2000,60.706
2001,60.788
2002,60.892
2003,61.018
2004,61.17
2005,61.349
2006,61.552
2007,61.776
2008,62.015
2009,62.266
2010,62.527
2011,62.799
2012,63.079
2013,63.366
2014,63.654
2015,63.936
2016,64.208
2017,64.464
Country_Name,Mauritius
1960,58.74521951
1961,59.74836585
1962,60.62690244
1963,61.35765854
1964,61.93495122
1965,62.35829268
1966,62.63870732
1967,62.81531707
1968,62.93168293
1969,63.02019512
1970,63.11804878
1971,63.25334146
1972,63.43995122
1973,63.68553659
1974,63.99997561
1975,64.39053659
1976,64.85563415
1977,65.37243902
1978,65.91331707
1979,66.45578049
1980,66.96539024
1981,67.40739024
1982,67.76536585
1983,68.03760976
1984,68.23036585
1985,68.37068293
1986,68.49936585
1987,68.6555122
1988,68.86302439
1989,69.12402439
1990,69.40487805
1991,69.95609756
1992,70.05853659
1993,70.10731707
1994,70.15853659
1995,70.32585366
1996,70.32292683
1997,70.40487805
1998,70.60731707
1999,70.96097561
2000,71.66341463
2001,71.76585366
2002,71.96585366
2003,72.12130081
2004,72.27674797
2005,72.43219512
2006,72.43219512
2007,72.57073171
2008,72.57073171
2009,72.88243902
2010,72.96731707
2011,73.26682927
2012,73.86341463
2013,74.01707317
2014,74.19439024
2015,74.35317073
2016,74.39487805
2017,74.51463415
